venta_id,cliente_id,fecha_venta,producto_id,cantidad,precio_unitario,total_venta,canal_venta,nombre_producto,categoria_id,nombre_categoria,año_venta,mes_venta,trimestre,clasificacion_venta
2025-783,469,2025-08-22,2,3,2820848,8462544,Tienda Física,Mouse,2,Accesorios,2025,8,3,Grande
2025-784,116,2025-07-29,5,2,63019,126038,App,Audífonos,2,Accesorios,2025,7,3,Pequeña
2025-785,466,2025-04-16,4,4,632215,2528860,App,Monitor,1,Tecnología,2025,4,2,Grande
2025-786,237,2025-04-10,5,4,525971,2103884,Web,Audífonos,2,Accesorios,2025,4,2,Grande
2025-787,481,2025-11-24,1,2,407597,815194,Tienda Física,Notebook,1,Tecnología,2025,11,4,Mediana
2025-788,63,2025-08-14,2,1,246836,246836,Tienda Física,Mouse,2,Accesorios,2025,8,3,Mediana
2025-789,127,2025-12-25,4,3,107469,322407,Tienda Física,Monitor,1,Tecnología,2025,12,4,Mediana
2025-790,462,2025-05-12,5,2,407797,815594,App,Audífonos,2,Accesorios,2025,5,2,Mediana
2025-791,466,2025-01-07,4,4,32936,131744,App,Monitor,1,Tecnología,2025,1,1,Pequeña
2025-792,156,2025-09-07,5,3,792046,2376138,Tienda Física,Audífonos,2,Accesorios,2025,9,3,Grande
2025-793,240,2025-11-19,4,3,215671,647013,Tienda Física,Monitor,1,Tecnología,2025,11,4,Mediana
2025-794,263,2025-10-17,5,3,536701,1610103,App,Audífonos,2,Accesorios,2025,10,4,Grande
2025-795,403,2025-04-25,2,1,400447,400447,App,Mouse,2,Accesorios,2025,4,2,Mediana
2025-796,41,2025-03-19,5,2,240168,480336,Web,Audífonos,2,Accesorios,2025,3,1,Mediana
2025-797,403,2025-07-10,3,4,555865,2223460,Tienda Física,Teclado,2,Accesorios,2025,7,3,Grande
2025-798,147,2025-07-25,4,1,77194,77194,Web,Monitor,1,Tecnología,2025,7,3,Pequeña
2025-799,240,2025-09-16,2,3,670501,2011503,Web,Mouse,2,Accesorios,2025,9,3,Grande
2025-800,105,2025-07-23,2,3,629265,1887795,App,Mouse,2,Accesorios,2025,7,3,Grande
2025-801,262,2025-08-09,3,3,384695,1154085,Tienda Física,Teclado,2,Accesorios,2025,8,3,Grande
2025-802,222,2025-09-15,2,1,513150,513150,Web,Mouse,2,Accesorios,2025,9,3,Mediana
2025-803,225,2025-07-19,2,2,612294,1224588,Web,Mouse,2,Accesorios,2025,7,3,Grande
2025-804,246,2025-01-06,4,1,760190,760190,Tienda Física,Monitor,1,Tecnología,2025,1,1,Mediana
2025-805,104,2025-06-04,5,3,423151,1269453,Web,Audífonos,2,Accesorios,2025,6,2,Grande
2025-806,235,2025-02-09,4,1,461069,461069,Web,Monitor,1,Tecnología,2025,2,1,Mediana
2025-807,273,2025-10-25,6,4,173384,693536,App,Tablet,1,Tecnología,2025,10,4,Mediana
2025-808,137,2025-11-06,3,2,191446,382892,App,Teclado,2,Accesorios,2025,11,4,Mediana
2025-809,281,2025-06-01,3,4,772557,3090228,App,Teclado,2,Accesorios,2025,6,2,Grande
2025-810,302,2025-01-08,6,3,331199,993597,Tienda Física,Tablet,1,Tecnología,2025,1,1,Mediana
2025-811,235,2025-02-07,3,1,191549,191549,App,Teclado,2,Accesorios,2025,2,1,Pequeña
2025-812,421,2025-02-03,3,4,667191,2668764,Tienda Física,Teclado,2,Accesorios,2025,2,1,Grande
2025-813,236,2025-11-04,1,1,374206,374206,App,Notebook,1,Tecnología,2025,11,4,Mediana
2025-814,464,2025-04-23,5,1,634416,634416,Web,Audífonos,2,Accesorios,2025,4,2,Mediana
2025-815,205,2025-07-16,5,2,74340,148680,App,Audífonos,2,Accesorios,2025,7,3,Pequeña
2025-816,262,2025-03-06,3,1,564636,564636,Web,Teclado,2,Accesorios,2025,3,1,Mediana
2025-817,239,2025-08-21,6,4,272512,1090048,Tienda Física,Tablet,1,Tecnología,2025,8,3,Grande
2025-818,395,2025-06-26,4,2,788928,1577856,Web,Monitor,1,Tecnología,2025,6,2,Grande
2025-819,11,2025-02-08,6,2,735155,1470310,Web,Tablet,1,Tecnología,2025,2,1,Grande
2025-820,218,2025-02-25,6,3,111735,335205,App,Tablet,1,Tecnología,2025,2,1,Mediana
2025-821,388,2025-10-18,5,2,109083,218166,Web,Audífonos,2,Accesorios,2025,10,4,Mediana
2025-822,180,2025-07-15,6,3,438886,1316658,Tienda Física,Tablet,1,Tecnología,2025,7,3,Grande
2025-823,22,2025-08-13,5,3,484551,1453653,App,Audífonos,2,Accesorios,2025,8,3,Grande
2025-824,93,2025-01-07,3,3,608411,1825233,Tienda Física,Teclado,2,Accesorios,2025,1,1,Grande
2025-825,55,2025-03-31,2,2,686079,1372158,Web,Mouse,2,Accesorios,2025,3,1,Grande
2025-826,233,2025-10-19,2,1,695388,695388,Web,Mouse,2,Accesorios,2025,10,4,Mediana
2025-827,152,2025-05-21,4,1,409489,409489,Tienda Física,Monitor,1,Tecnología,2025,5,2,Mediana
2025-828,93,2025-05-23,2,4,102091,408364,Tienda Física,Mouse,2,Accesorios,2025,5,2,Mediana
2025-829,232,2025-05-20,1,4,712121,2848484,Web,Notebook,1,Tecnología,2025,5,2,Grande
2025-830,201,2025-11-29,6,3,592296,1776888,Tienda Física,Tablet,1,Tecnología,2025,11,4,Grande
2025-831,85,2025-08-28,5,3,77300,231900,App,Audífonos,2,Accesorios,2025,8,3,Mediana
2025-832,363,2025-06-05,6,1,386460,386460,Tienda Física,Tablet,1,Tecnología,2025,6,2,Mediana
2025-833,345,2025-11-23,3,3,620278,1860834,App,Teclado,2,Accesorios,2025,11,4,Grande
2025-834,480,2025-03-27,3,2,799622,1599244,App,Teclado,2,Accesorios,2025,3,1,Grande
2025-835,392,2025-10-16,1,4,700778,2803112,App,Notebook,1,Tecnología,2025,10,4,Grande
2025-836,337,2025-08-26,2,4,263807,1055228,App,Mouse,2,Accesorios,2025,8,3,Grande
2025-837,155,2025-03-05,4,2,555648,1111296,Tienda Física,Monitor,1,Tecnología,2025,3,1,Grande
2025-838,254,2025-01-16,5,2,311075,622150,Web,Audífonos,2,Accesorios,2025,1,1,Mediana
2025-839,208,2025-06-15,3,4,673431,2693724,App,Teclado,2,Accesorios,2025,6,2,Grande
2025-840,181,2025-03-31,5,1,262515,262515,Tienda Física,Audífonos,2,Accesorios,2025,3,1,Mediana
2025-841,300,2025-03-20,4,4,293126,1172504,Web,Monitor,1,Tecnología,2025,3,1,Grande
2025-842,423,2025-04-06,2,4,243867,975468,Web,Mouse,2,Accesorios,2025,4,2,Mediana
2025-843,103,2025-05-02,2,3,571669,1715007,Tienda Física,Mouse,2,Accesorios,2025,5,2,Grande
2025-844,116,2025-07-01,3,2,298997,597994,Web,Teclado,2,Accesorios,2025,7,3,Mediana
2025-845,318,2025-12-11,5,2,177567,355134,App,Audífonos,2,Accesorios,2025,12,4,Mediana
2025-846,346,2025-07-03,4,2,622766,1245532,Web,Monitor,1,Tecnología,2025,7,3,Grande
2025-847,332,2025-05-13,5,4,581386,2325544,Tienda Física,Audífonos,2,Accesorios,2025,5,2,Grande
2025-848,137,2025-02-15,2,3,634860,1904580,App,Mouse,2,Accesorios,2025,2,1,Grande
2025-849,192,2025-11-30,3,4,78274,313096,Tienda Física,Teclado,2,Accesorios,2025,11,4,Mediana
2025-850,293,2025-04-14,2,2,287834,575668,Web,Mouse,2,Accesorios,2025,4,2,Mediana
2025-851,287,2025-02-03,3,2,700091,1400182,App,Teclado,2,Accesorios,2025,2,1,Grande
2025-852,455,2025-11-14,2,1,619269,619269,Tienda Física,Mouse,2,Accesorios,2025,11,4,Mediana
2025-853,46,2025-05-11,6,1,152012,152012,Tienda Física,Tablet,1,Tecnología,2025,5,2,Pequeña
2025-854,422,2025-05-08,4,2,404283,808566,App,Monitor,1,Tecnología,2025,5,2,Mediana
2025-855,273,2025-12-06,3,2,777842,1555684,App,Teclado,2,Accesorios,2025,12,4,Grande
2025-856,45,2025-11-11,4,3,726605,2179815,Web,Monitor,1,Tecnología,2025,11,4,Grande
2025-857,228,2025-11-22,2,3,262773,788319,Tienda Física,Mouse,2,Accesorios,2025,11,4,Mediana
2025-858,489,2025-12-23,6,3,431153,1293459,Web,Tablet,1,Tecnología,2025,12,4,Grande
2025-859,232,2025-02-09,6,4,713700,2854800,Tienda Física,Tablet,1,Tecnología,2025,2,1,Grande
2025-860,323,2025-11-16,2,1,82178,82178,Tienda Física,Mouse,2,Accesorios,2025,11,4,Pequeña
2025-861,303,2025-08-28,6,4,523223,2092892,App,Tablet,1,Tecnología,2025,8,3,Grande
2025-862,180,2025-06-26,3,3,445711,1337133,Web,Teclado,2,Accesorios,2025,6,2,Grande
2025-863,396,2025-11-07,5,2,760406,1520812,Web,Audífonos,2,Accesorios,2025,11,4,Grande
2025-864,49,2025-04-26,4,1,92212,92212,Tienda Física,Monitor,1,Tecnología,2025,4,2,Pequeña
2025-865,25,2025-04-04,2,1,299372,299372,Tienda Física,Mouse,2,Accesorios,2025,4,2,Mediana
2025-866,225,2025-01-12,2,4,341080,1364320,Tienda Física,Mouse,2,Accesorios,2025,1,1,Grande
2025-867,447,2025-05-21,4,4,209899,839596,Tienda Física,Monitor,1,Tecnología,2025,5,2,Mediana
2025-868,83,2025-12-10,2,1,382646,382646,Web,Mouse,2,Accesorios,2025,12,4,Mediana
2025-869,396,2025-06-08,2,3,251482,754446,Web,Mouse,2,Accesorios,2025,6,2,Mediana
2025-870,128,2025-12-25,6,1,722222,722222,Tienda Física,Tablet,1,Tecnología,2025,12,4,Mediana
2025-871,313,2025-07-15,3,2,347766,695532,Tienda Física,Teclado,2,Accesorios,2025,7,3,Mediana
2025-872,29,2025-03-18,2,1,610079,610079,Web,Mouse,2,Accesorios,2025,3,1,Mediana
2025-873,81,2025-01-19,5,4,490891,1963564,Tienda Física,Audífonos,2,Accesorios,2025,1,1,Grande
2025-874,102,2025-10-24,5,1,770769,770769,App,Audífonos,2,Accesorios,2025,10,4,Mediana
2025-875,203,2025-11-22,6,1,502134,502134,Tienda Física,Tablet,1,Tecnología,2025,11,4,Mediana
2025-876,157,2025-11-20,3,3,179746,539238,App,Teclado,2,Accesorios,2025,11,4,Mediana
2025-877,326,2025-03-02,1,1,194484,194484,App,Notebook,1,Tecnología,2025,3,1,Pequeña
2025-878,455,2025-05-07,1,1,325104,325104,Web,Notebook,1,Tecnología,2025,5,2,Mediana
2025-879,115,2025-05-19,6,2,747371,1494742,Web,Tablet,1,Tecnología,2025,5,2,Grande
2025-880,449,2025-02-21,5,1,739024,739024,Tienda Física,Audífonos,2,Accesorios,2025,2,1,Mediana
2025-881,466,2025-04-03,1,2,248366,496732,Web,Notebook,1,Tecnología,2025,4,2,Mediana
2025-882,410,2025-06-02,5,1,174437,174437,App,Audífonos,2,Accesorios,2025,6,2,Pequeña
2025-883,342,2025-05-29,5,4,625429,2501716,Web,Audífonos,2,Accesorios,2025,5,2,Grande
2025-884,118,2025-06-03,5,3,369000,1107000,Tienda Física,Audífonos,2,Accesorios,2025,6,2,Grande
2025-885,167,2025-02-25,4,1,614429,614429,Web,Monitor,1,Tecnología,2025,2,1,Mediana
2025-886,149,2025-09-29,6,4,714237,2856948,Web,Tablet,1,Tecnología,2025,9,3,Grande
2025-887,220,2025-12-19,3,1,20514,20514,App,Teclado,2,Accesorios,2025,12,4,Pequeña
2025-888,79,2025-05-30,6,4,488409,1953636,App,Tablet,1,Tecnología,2025,5,2,Grande
2025-889,113,2025-08-06,3,1,336944,336944,Web,Teclado,2,Accesorios,2025,8,3,Mediana
2025-890,411,2025-11-19,1,4,648103,2592412,Tienda Física,Notebook,1,Tecnología,2025,11,4,Grande
2025-891,115,2025-07-10,1,2,433471,866942,App,Notebook,1,Tecnología,2025,7,3,Mediana
2025-892,12,2025-10-23,4,4,448748,1794992,Web,Monitor,1,Tecnología,2025,10,4,Grande
2025-893,341,2025-07-22,1,3,274019,822057,Web,Notebook,1,Tecnología,2025,7,3,Mediana
2025-894,121,2025-12-29,2,2,404569,809138,App,Mouse,2,Accesorios,2025,12,4,Mediana
2025-895,356,2025-01-23,4,3,209542,628626,Tienda Física,Monitor,1,Tecnología,2025,1,1,Mediana
2025-896,186,2025-01-22,1,1,184469,184469,Web,Notebook,1,Tecnología,2025,1,1,Pequeña
2025-897,88,2025-12-12,1,1,418654,418654,Tienda Física,Notebook,1,Tecnología,2025,12,4,Mediana
2025-898,216,2025-09-03,6,1,64213,64213,Tienda Física,Tablet,1,Tecnología,2025,9,3,Pequeña
2025-899,106,2025-02-05,1,4,149565,598260,App,Notebook,1,Tecnología,2025,2,1,Mediana
2025-900,204,2025-02-08,6,3,570113,1710339,Tienda Física,Tablet,1,Tecnología,2025,2,1,Grande
2025-901,139,2025-10-16,4,4,52782,211128,Web,Monitor,1,Tecnología,2025,10,4,Mediana
2025-902,146,2025-07-20,1,2,474535,949070,Tienda Física,Notebook,1,Tecnología,2025,7,3,Mediana
2025-903,311,2025-07-07,5,1,415257,415257,App,Audífonos,2,Accesorios,2025,7,3,Mediana
2025-904,230,2025-11-19,3,3,792533,2377599,Tienda Física,Teclado,2,Accesorios,2025,11,4,Grande
2025-905,203,2025-05-18,5,4,100715,402860,App,Audífonos,2,Accesorios,2025,5,2,Mediana
2025-906,303,2025-03-12,1,2,152321,304642,Tienda Física,Notebook,1,Tecnología,2025,3,1,Mediana
2025-907,402,2025-03-29,2,4,234872,939488,App,Mouse,2,Accesorios,2025,3,1,Mediana
2025-908,360,2025-06-03,4,2,772922,1545844,Tienda Física,Monitor,1,Tecnología,2025,6,2,Grande
2025-909,422,2025-03-06,6,2,728980,1457960,App,Tablet,1,Tecnología,2025,3,1,Grande
2025-910,376,2025-08-01,1,3,177809,533427,Web,Notebook,1,Tecnología,2025,8,3,Mediana
2025-911,471,2025-10-05,5,4,402515,1610060,App,Audífonos,2,Accesorios,2025,10,4,Grande
2025-912,129,2025-10-07,6,2,731760,1463520,App,Tablet,1,Tecnología,2025,10,4,Grande
2025-913,292,2025-12-17,5,3,100135,300405,Tienda Física,Audífonos,2,Accesorios,2025,12,4,Mediana
2025-914,461,2025-07-13,5,4,525609,2102436,App,Audífonos,2,Accesorios,2025,7,3,Grande
2025-915,238,2025-06-12,1,1,647514,647514,Tienda Física,Notebook,1,Tecnología,2025,6,2,Mediana
2025-916,29,2025-02-23,5,1,58825,58825,Tienda Física,Audífonos,2,Accesorios,2025,2,1,Pequeña
2025-917,42,2025-05-18,4,1,127674,127674,Tienda Física,Monitor,1,Tecnología,2025,5,2,Pequeña
2025-918,490,2025-02-11,6,4,164030,656120,App,Tablet,1,Tecnología,2025,2,1,Mediana
2025-919,416,2025-02-25,2,4,425769,1703076,Web,Mouse,2,Accesorios,2025,2,1,Grande
2025-920,122,2025-06-07,2,2,352864,705728,Tienda Física,Mouse,2,Accesorios,2025,6,2,Mediana
2025-921,455,2025-01-22,4,3,152728,458184,App,Monitor,1,Tecnología,2025,1,1,Mediana
2025-922,110,2025-02-22,1,1,333923,333923,Tienda Física,Notebook,1,Tecnología,2025,2,1,Mediana
2025-923,356,2025-04-15,4,4,551228,2204912,App,Monitor,1,Tecnología,2025,4,2,Grande
2025-924,146,2025-06-16,4,2,419898,839796,Web,Monitor,1,Tecnología,2025,6,2,Mediana
2025-925,134,2025-08-27,3,4,170381,681524,Tienda Física,Teclado,2,Accesorios,2025,8,3,Mediana
2025-926,464,2025-02-06,5,4,227984,911936,Tienda Física,Audífonos,2,Accesorios,2025,2,1,Mediana
2025-927,211,2025-12-03,6,1,13196,13196,App,Tablet,1,Tecnología,2025,12,4,Pequeña
2025-928,214,2025-06-10,6,4,445132,1780528,App,Tablet,1,Tecnología,2025,6,2,Grande
2025-929,286,2025-07-21,4,4,126074,504296,Web,Monitor,1,Tecnología,2025,7,3,Mediana
2025-930,132,2025-09-10,5,1,634588,634588,Tienda Física,Audífonos,2,Accesorios,2025,9,3,Mediana
2025-931,344,2025-07-20,2,4,402761,1611044,Tienda Física,Mouse,2,Accesorios,2025,7,3,Grande
2025-932,487,2025-02-11,5,2,780880,1561760,Web,Audífonos,2,Accesorios,2025,2,1,Grande
2025-933,393,2025-11-21,4,3,681502,2044506,Web,Monitor,1,Tecnología,2025,11,4,Grande
2025-934,406,2025-02-25,1,3,146262,438786,Tienda Física,Notebook,1,Tecnología,2025,2,1,Mediana
2025-935,236,2025-06-11,1,3,300693,902079,Tienda Física,Notebook,1,Tecnología,2025,6,2,Mediana
2025-936,9,2025-08-13,4,1,790080,790080,Tienda Física,Monitor,1,Tecnología,2025,8,3,Mediana
2025-937,188,2025-06-18,6,1,140334,140334,App,Tablet,1,Tecnología,2025,6,2,Pequeña
2025-938,349,2025-09-02,2,2,421811,843622,Tienda Física,Mouse,2,Accesorios,2025,9,3,Mediana
2025-939,8,2025-03-26,2,4,214335,857340,App,Mouse,2,Accesorios,2025,3,1,Mediana
2025-940,208,2025-11-03,6,4,627423,2509692,App,Tablet,1,Tecnología,2025,11,4,Grande
2025-941,426,2025-01-10,5,1,105057,105057,App,Audífonos,2,Accesorios,2025,1,1,Pequeña
2025-942,167,2025-03-06,2,1,333860,333860,Tienda Física,Mouse,2,Accesorios,2025,3,1,Mediana
2025-943,388,2025-05-18,4,1,556707,556707,Tienda Física,Monitor,1,Tecnología,2025,5,2,Mediana
2025-944,105,2025-02-02,2,4,284541,1138164,App,Mouse,2,Accesorios,2025,2,1,Grande
2025-945,231,2025-12-06,5,2,169413,338826,Web,Audífonos,2,Accesorios,2025,12,4,Mediana
2025-946,333,2025-09-28,1,1,448863,448863,Web,Notebook,1,Tecnología,2025,9,3,Mediana
2025-947,28,2025-12-20,5,3,484768,1454304,Web,Audífonos,2,Accesorios,2025,12,4,Grande
2025-948,398,2025-04-09,3,4,659001,2636004,Web,Teclado,2,Accesorios,2025,4,2,Grande
2025-949,123,2025-01-10,1,3,647384,1942152,Web,Notebook,1,Tecnología,2025,1,1,Grande
2025-950,205,2025-07-17,3,2,307668,615336,App,Teclado,2,Accesorios,2025,7,3,Mediana
2025-951,479,2025-02-17,1,3,586531,1759593,Web,Notebook,1,Tecnología,2025,2,1,Grande
2025-952,130,2025-02-23,5,1,311411,311411,App,Audífonos,2,Accesorios,2025,2,1,Mediana
2025-953,281,2025-08-03,3,1,445157,445157,App,Teclado,2,Accesorios,2025,8,3,Mediana
2025-954,290,2025-11-22,3,2,619557,1239114,App,Teclado,2,Accesorios,2025,11,4,Grande
2025-955,130,2025-04-16,6,2,101679,203358,Web,Tablet,1,Tecnología,2025,4,2,Mediana
2025-956,245,2025-02-22,2,1,754974,754974,App,Mouse,2,Accesorios,2025,2,1,Mediana
2025-957,46,2025-06-15,5,2,659362,1318724,Tienda Física,Audífonos,2,Accesorios,2025,6,2,Grande
2025-958,139,2025-10-04,5,3,29731,89193,App,Audífonos,2,Accesorios,2025,10,4,Pequeña
2025-959,313,2025-06-03,2,2,543857,1087714,App,Mouse,2,Accesorios,2025,6,2,Grande
2025-960,201,2025-02-11,6,3,218542,655626,Tienda Física,Tablet,1,Tecnología,2025,2,1,Mediana
2025-961,68,2025-11-30,5,1,566357,566357,App,Audífonos,2,Accesorios,2025,11,4,Mediana
2025-962,111,2025-06-28,1,3,184588,553764,Web,Notebook,1,Tecnología,2025,6,2,Mediana
2025-963,326,2025-06-02,5,3,554719,1664157,Tienda Física,Audífonos,2,Accesorios,2025,6,2,Grande
2025-964,128,2025-12-11,2,4,310821,1243284,Tienda Física,Mouse,2,Accesorios,2025,12,4,Grande
2025-965,159,2025-01-23,2,2,584120,1168240,Tienda Física,Mouse,2,Accesorios,2025,1,1,Grande
2025-966,13,2025-05-24,1,2,19921,39842,Web,Notebook,1,Tecnología,2025,5,2,Pequeña
2025-967,156,2025-10-14,5,3,84408,253224,Web,Audífonos,2,Accesorios,2025,10,4,Mediana
2025-968,416,2025-10-24,6,2,14922,29844,App,Tablet,1,Tecnología,2025,10,4,Pequeña
2025-969,230,2025-06-05,6,4,327817,1311268,Web,Tablet,1,Tecnología,2025,6,2,Grande
2025-970,105,2025-05-12,1,1,747609,747609,Tienda Física,Notebook,1,Tecnología,2025,5,2,Mediana
2025-971,382,2025-09-27,2,3,399962,1199886,App,Mouse,2,Accesorios,2025,9,3,Grande
2025-972,396,2025-09-10,5,1,773210,773210,Web,Audífonos,2,Accesorios,2025,9,3,Mediana
2025-973,451,2025-08-27,5,2,794403,1588806,App,Audífonos,2,Accesorios,2025,8,3,Grande
2025-974,418,2025-11-10,1,2,283438,566876,App,Notebook,1,Tecnología,2025,11,4,Mediana
2025-975,186,2025-09-10,2,2,627752,1255504,Tienda Física,Mouse,2,Accesorios,2025,9,3,Grande
2025-976,200,2025-01-03,4,4,264174,1056696,Tienda Física,Monitor,1,Tecnología,2025,1,1,Grande
2025-977,236,2025-05-22,6,1,686067,686067,Tienda Física,Tablet,1,Tecnología,2025,5,2,Mediana
2025-978,9,2025-06-14,6,2,246436,492872,Tienda Física,Tablet,1,Tecnología,2025,6,2,Mediana
2025-979,276,2025-04-20,3,1,521662,521662,Tienda Física,Teclado,2,Accesorios,2025,4,2,Mediana
2025-980,436,2025-12-24,4,3,497335,1492005,Tienda Física,Monitor,1,Tecnología,2025,12,4,Grande
2025-981,94,2025-12-13,4,4,544255,2177020,Web,Monitor,1,Tecnología,2025,12,4,Grande
2025-982,436,2025-05-19,4,4,328275,1313100,Web,Monitor,1,Tecnología,2025,5,2,Grande
2025-983,381,2025-03-18,1,4,239192,956768,App,Notebook,1,Tecnología,2025,3,1,Mediana
2025-984,102,2025-11-10,2,1,508214,508214,Tienda Física,Mouse,2,Accesorios,2025,11,4,Mediana
2025-985,88,2025-03-18,3,1,324444,324444,App,Teclado,2,Accesorios,2025,3,1,Mediana
2025-986,28,2025-07-24,5,2,636441,1272882,App,Audífonos,2,Accesorios,2025,7,3,Grande
2025-987,201,2025-03-25,1,2,682636,1365272,Tienda Física,Notebook,1,Tecnología,2025,3,1,Grande
2025-988,352,2025-06-07,1,1,675751,675751,App,Notebook,1,Tecnología,2025,6,2,Mediana
2025-989,141,2025-05-24,6,3,448895,1346685,App,Tablet,1,Tecnología,2025,5,2,Grande
2025-990,209,2025-01-03,3,4,394755,1579020,Web,Teclado,2,Accesorios,2025,1,1,Grande
2025-991,268,2025-02-28,4,4,664669,2658676,Web,Monitor,1,Tecnología,2025,2,1,Grande
2025-992,177,2025-11-03,6,3,665920,1997760,App,Tablet,1,Tecnología,2025,11,4,Grande
2025-993,289,2025-12-04,6,3,97566,292698,Tienda Física,Tablet,1,Tecnología,2025,12,4,Mediana
2025-994,92,2025-04-04,6,3,118237,354711,Web,Tablet,1,Tecnología,2025,4,2,Mediana
2025-995,301,2025-09-28,6,3,496598,1489794,App,Tablet,1,Tecnología,2025,9,3,Grande
2025-996,46,2025-09-06,6,2,63175,126350,App,Tablet,1,Tecnología,2025,9,3,Pequeña
2025-997,428,2025-07-09,3,1,598510,598510,Web,Teclado,2,Accesorios,2025,7,3,Mediana
2025-998,52,2025-03-07,6,4,712290,2849160,App,Tablet,1,Tecnología,2025,3,1,Grande
2025-999,20,2025-02-15,1,4,663080,2652320,Web,Notebook,1,Tecnología,2025,2,1,Grande
2025-1000,354,2025-03-02,1,3,29510,88530,Web,Notebook,1,Tecnología,2025,3,1,Pequeña
2026-001,131,2026-02-08,1,2,79672,159344,App,Notebook,1,Tecnología,2026,2,1,Pequeña
2026-002,130,2026-01-09,3,1,218271,218271,Web,Teclado,2,Accesorios,2026,1,1,Mediana
2026-003,412,2026-02-21,3,3,607823,1823469,Web,Teclado,2,Accesorios,2026,2,1,Grande
2026-004,38,2026-02-20,4,1,709793,709793,Web,Monitor,1,Tecnología,2026,2,1,Mediana
2026-005,141,2026-02-13,5,3,138938,416814,App,Audífonos,2,Accesorios,2026,2,1,Mediana
2026-006,196,2026-02-20,1,4,562355,2249420,Web,Notebook,1,Tecnología,2026,2,1,Grande
2026-007,10,2026-02-10,4,4,642829,2571316,Web,Monitor,1,Tecnología,2026,2,1,Grande
2026-008,364,2026-01-30,3,4,329889,1319556,Web,Teclado,2,Accesorios,2026,1,1,Grande
2026-009,63,2026-01-21,4,1,165915,165915,Web,Monitor,1,Tecnología,2026,1,1,Pequeña
2026-010,11,2026-01-25,1,2,671809,1343618,Tienda Física,Notebook,1,Tecnología,2026,1,1,Grande
2026-011,116,2026-01-17,1,2,478224,956448,Web,Notebook,1,Tecnología,2026,1,1,Mediana
2026-012,443,2026-01-19,5,1,795890,795890,Tienda Física,Audífonos,2,Accesorios,2026,1,1,Mediana
2026-013,9,2026-01-16,6,2,516289,1032578,Web,Tablet,1,Tecnología,2026,1,1,Grande
2026-014,386,2026-02-27,6,2,730217,1460434,Web,Tablet,1,Tecnología,2026,2,1,Grande
2026-015,400,2026-01-16,2,3,404411,1213233,App,Mouse,2,Accesorios,2026,1,1,Grande
2026-016,221,2026-01-02,3,4,4544544,18178176,Tienda Física,Teclado,2,Accesorios,2026,1,1,Grande
2026-017,74,2026-01-08,3,3,256256,768768,Tienda Física,Teclado,2,Accesorios,2026,1,1,Mediana
2026-018,68,2026-02-11,6,3,75908,227724,Web,Tablet,1,Tecnología,2026,2,1,Mediana
2026-019,321,2026-02-01,4,4,96590,386360,Web,Monitor,1,Tecnología,2026,2,1,Mediana
2026-020,369,2026-02-01,2,1,697318,697318,Tienda Física,Mouse,2,Accesorios,2026,2,1,Mediana
2026-021,269,2026-01-19,4,2,3449299,6898598,Web,Monitor,1,Tecnología,2026,1,1,Grande
2026-022,88,2026-01-15,3,3,188901,566703,App,Teclado,2,Accesorios,2026,1,1,Mediana
2026-023,297,2026-02-21,3,4,235864,943456,Web,Teclado,2,Accesorios,2026,2,1,Mediana
2026-024,17,2026-01-29,4,2,189428,378856,App,Monitor,1,Tecnología,2026,1,1,Mediana
2026-025,431,2026-01-06,6,3,441856,1325568,Web,Tablet,1,Tecnología,2026,1,1,Grande
2026-026,462,2026-02-23,4,3,527961,1583883,Tienda Física,Monitor,1,Tecnología,2026,2,1,Grande
2026-027,31,2026-01-10,2,1,508953,508953,Web,Mouse,2,Accesorios,2026,1,1,Mediana
2026-028,295,2026-02-24,4,2,571700,1143400,Tienda Física,Monitor,1,Tecnología,2026,2,1,Grande
2026-029,242,2026-02-21,3,3,32228,96684,Web,Teclado,2,Accesorios,2026,2,1,Pequeña
2026-030,56,2026-02-08,4,4,680088,2720352,App,Monitor,1,Tecnología,2026,2,1,Grande
2026-031,381,2026-02-09,4,3,763772,2291316,App,Monitor,1,Tecnología,2026,2,1,Grande
2026-032,408,2026-01-30,3,2,688105,1376210,Web,Teclado,2,Accesorios,2026,1,1,Grande
2026-033,16,2026-02-19,6,1,197965,197965,Tienda Física,Tablet,1,Tecnología,2026,2,1,Pequeña
2026-034,466,2026-01-06,2,2,744791,1489582,App,Mouse,2,Accesorios,2026,1,1,Grande
2026-035,359,2026-02-26,6,2,156154,312308,Web,Tablet,1,Tecnología,2026,2,1,Mediana
2026-036,265,2026-01-03,1,1,358857,358857,Tienda Física,Notebook,1,Tecnología,2026,1,1,Mediana
2026-037,481,2026-02-21,5,4,415854,1663416,App,Audífonos,2,Accesorios,2026,2,1,Grande
2026-038,480,2026-02-25,1,3,531998,1595994,App,Notebook,1,Tecnología,2026,2,1,Grande
2026-039,365,2026-02-21,5,1,197167,197167,Tienda Física,Audífonos,2,Accesorios,2026,2,1,Pequeña
2026-040,225,2026-02-23,4,3,53988,161964,App,Monitor,1,Tecnología,2026,2,1,Pequeña
2026-041,192,2026-01-15,6,3,67450,202350,App,Tablet,1,Tecnología,2026,1,1,Mediana
2026-042,244,2026-02-03,1,1,22755,22755,App,Notebook,1,Tecnología,2026,2,1,Pequeña
